order_id,customer_id,order_date,order_total,currency,status,items_count,discount_code
ORD-100027,SH-20127,2024-08-03T21:39:00Z,314.5,USD,fulfilled,1,
ORD-100028,SH-20330,2024-12-18T03:08:00Z,446.74,USD,fulfilled,5,
ORD-100029,SH-30012,2025-12-07T00:44:00Z,349.33,USD,fulfilled,3,
ORD-100030,SH-20248,2025-09-10T17:44:00Z,448.73,USD,cancelled,2,VIP20
ORD-100031,SH-20178,2025-12-15T08:55:00Z,750.74,USD,refunded,2,
ORD-100032,SH-20271,2024-08-10T08:34:00Z,339.89,USD,fulfilled,6,VIP20
ORD-100033,SH-20194,2024-01-20T11:49:00Z,563.87,USD,fulfilled,6,
ORD-100034,SH-20337,2025-04-17T21:31:00Z,692.67,USD,fulfilled,5,
ORD-100035,SH-20165,2025-11-11T03:06:00Z,478.03,USD,fulfilled,1,
ORD-100036,SH-20091,2024-04-04T15:12:00Z,102.4,USD,cancelled,6,SUMMER10
ORD-100037,SH-20336,2025-09-20T22:37:00Z,241.51,USD,fulfilled,2,VIP20
ORD-100038,SH-20367,2024-01-07T20:31:00Z,836.64,USD,fulfilled,4,
ORD-100039,SH-20184,2025-06-26T22:03:00Z,743.92,USD,fulfilled,5,
ORD-100040,SH-20375,2024-05-03T06:33:00Z,100.95,USD,fulfilled,5,SUMMER10
ORD-100041,SH-20097,2024-09-22T07:36:00Z,568.41,USD,fulfilled,5,VIP20
ORD-100042,SH-20212,2024-11-19T11:43:00Z,420.97,USD,fulfilled,1,
ORD-100043,SH-30005,2024-09-13T16:21:00Z,596.92,USD,refunded,5,SUMMER10
ORD-100044,SH-20180,2025-09-11T11:26:00Z,691.3,USD,fulfilled,6,
ORD-100045,SH-20311,2024-10-18T06:24:00Z,692.65,USD,fulfilled,3,SUMMER10
ORD-100046,SH-20229,2025-01-24T01:18:00Z,542.25,USD,refunded,2,
ORD-100047,SH-20003,2025-04-07T10:01:00Z,697.8,USD,fulfilled,5,VIP20
ORD-100048,SH-20284,2024-02-02T14:22:00Z,153.15,USD,fulfilled,3,VIP20
ORD-100049,SH-20127,2024-05-26T09:05:00Z,519.88,USD,cancelled,2,
ORD-100050,SH-20370,2025-08-06T15:52:00Z,810.64,USD,cancelled,1,VIP20
ORD-100051,SH-20328,2025-01-24T18:24:00Z,84.45,USD,fulfilled,3,
ORD-100052,SH-30018,2025-07-28T03:55:00Z,696.8,USD,cancelled,1,SUMMER10
ORD-100053,SH-20027,2025-09-02T10:34:00Z,514.95,USD,fulfilled,5,
ORD-100054,SH-20078,2024-11-24T12:28:00Z,681.26,USD,cancelled,5,
ORD-100055,SH-20113,2025-05-26T12:09:00Z,131.99,USD,fulfilled,4,VIP20
ORD-100056,SH-20381,2024-09-13T08:05:00Z,367.7,USD,fulfilled,6,
ORD-100057,SH-20390,2024-08-18T06:31:00Z,364.86,USD,cancelled,2,VIP20
ORD-100058,SH-20315,2024-04-03T08:49:00Z,395.61,USD,cancelled,1,
ORD-100059,SH-20343,2025-07-12T11:12:00Z,298.85,USD,cancelled,6,
ORD-100060,SH-20394,2025-03-12T19:52:00Z,891.29,USD,fulfilled,5,
ORD-100061,SH-20225,2024-04-07T21:23:00Z,153.05,USD,fulfilled,1,
ORD-100062,SH-20124,2024-05-01T10:44:00Z,726.79,USD,fulfilled,4,SUMMER10
ORD-100063,SH-20011,2025-04-24T17:13:00Z,195.36,USD,refunded,3,VIP20
ORD-100064,SH-20247,2024-12-23T21:01:00Z,348.3,USD,refunded,1,
ORD-100065,SH-20087,2024-05-07T22:39:00Z,255.08,USD,fulfilled,6,
ORD-100066,SH-20034,2025-11-09T21:54:00Z,822.89,USD,fulfilled,1,
ORD-100067,SH-20149,2025-04-13T16:45:00Z,103.15,USD,fulfilled,4,VIP20
ORD-100068,SH-20272,2024-03-07T16:29:00Z,511.21,USD,fulfilled,1,
ORD-100069,SH-20271,2025-06-16T12:47:00Z,153.95,USD,fulfilled,6,
ORD-100070,SH-20181,2025-04-17T08:51:00Z,69.88,USD,fulfilled,4,
ORD-100071,SH-20284,2025-04-05T10:57:00Z,362.67,USD,fulfilled,1,SUMMER10
ORD-100072,SH-20266,2024-07-08T18:09:00Z,392.42,USD,fulfilled,5,
ORD-100073,SH-20229,2024-04-21T04:37:00Z,494.1,USD,fulfilled,2,
ORD-100074,SH-20352,2024-07-25T04:41:00Z,840.73,USD,fulfilled,3,
ORD-100075,SH-20285,2024-03-11T04:46:00Z,41.09,USD,fulfilled,4,SUMMER10
ORD-100076,SH-20155,2025-12-27T20:59:00Z,668.43,USD,fulfilled,2,
ORD-100077,SH-20067,2024-01-25T19:39:00Z,251.17,USD,cancelled,5,
ORD-100078,SH-20305,2024-04-22T00:22:00Z,85.34,USD,fulfilled,2,VIP20
ORD-100079,SH-20309,2025-12-21T11:11:00Z,769.13,USD,fulfilled,4,
ORD-100080,SH-20083,2024-04-02T13:48:00Z,872.4,USD,fulfilled,4,
ORD-100081,SH-20380,2024-04-03T05:59:00Z,859.91,USD,fulfilled,5,SUMMER10
ORD-100082,SH-20352,2025-08-08T13:25:00Z,701.95,USD,cancelled,6,SUMMER10
ORD-100083,SH-20368,2025-07-20T23:36:00Z,540.52,USD,refunded,6,
ORD-100084,SH-20266,2024-08-15T01:56:00Z,896.32,USD,refunded,5,SUMMER10
ORD-100085,SH-20376,2024-09-13T16:48:00Z,573.12,USD,fulfilled,2,
ORD-100086,SH-20225,2025-05-25T09:29:00Z,162.34,USD,fulfilled,5,
ORD-100087,SH-20353,2024-08-27T20:28:00Z,95.04,USD,refunded,1,
ORD-100088,SH-20398,2024-07-14T10:28:00Z,37.05,USD,fulfilled,5,
ORD-100089,SH-20232,2024-05-11T22:41:00Z,817.84,USD,fulfilled,6,
ORD-100090,SH-20046,2024-12-15T20:23:00Z,90.5,USD,fulfilled,6,VIP20
ORD-100091,SH-20313,2024-07-18T12:02:00Z,694.91,USD,fulfilled,5,
ORD-100092,SH-20083,2024-03-25T22:03:00Z,386.33,USD,fulfilled,6,SUMMER10
ORD-100093,SH-20147,2024-02-05T06:00:00Z,565.97,USD,fulfilled,1,SUMMER10
ORD-100094,SH-20254,2025-09-26T00:38:00Z,796.19,USD,fulfilled,2,VIP20
ORD-100095,SH-20337,2025-08-14T14:05:00Z,547.08,USD,fulfilled,2,VIP20
ORD-100096,SH-20142,2024-01-06T04:03:00Z,593.15,USD,fulfilled,2,
ORD-100097,SH-20341,2025-06-03T01:06:00Z,384.01,USD,fulfilled,2,
ORD-100098,SH-20312,2024-08-24T18:23:00Z,839.36,USD,fulfilled,3,
ORD-100099,SH-20188,2025-02-25T13:53:00Z,502.17,USD,fulfilled,4,
ORD-100100,SH-20062,2025-06-17T13:33:00Z,200.71,USD,fulfilled,5,
ORD-100101,SH-20055,2024-08-24T22:38:00Z,841.49,USD,fulfilled,4,VIP20
ORD-100102,SH-20162,2025-09-19T19:22:00Z,835.49,USD,cancelled,5,SUMMER10
ORD-100103,SH-20266,2025-08-26T05:56:00Z,554.32,USD,fulfilled,2,
ORD-100104,SH-20060,2024-08-21T03:47:00Z,765.54,USD,cancelled,4,SUMMER10
ORD-100105,SH-20023,2025-06-18T20:13:00Z,25.0,USD,fulfilled,6,
ORD-100106,SH-20130,2024-05-10T16:35:00Z,301.67,USD,fulfilled,1,
ORD-100107,SH-20174,2025-12-19T19:01:00Z,751.36,USD,fulfilled,3,
ORD-100108,SH-20344,2025-08-26T01:41:00Z,135.14,USD,fulfilled,6,SUMMER10
ORD-100109,SH-20274,2025-08-26T13:59:00Z,672.19,USD,refunded,3,VIP20
ORD-100110,SH-20371,2025-09-18T00:13:00Z,526.0,USD,fulfilled,3,
ORD-100111,SH-20076,2025-01-11T12:40:00Z,487.83,USD,fulfilled,5,VIP20
ORD-100112,SH-20199,2024-10-04T09:45:00Z,774.17,USD,fulfilled,3,SUMMER10
ORD-100113,SH-20044,2025-04-12T14:53:00Z,856.39,USD,fulfilled,5,
ORD-100114,SH-20089,2024-06-26T01:49:00Z,193.86,USD,fulfilled,4,VIP20
ORD-100115,SH-20012,2025-09-05T06:21:00Z,832.42,USD,refunded,3,
ORD-100116,SH-20073,2024-09-22T04:13:00Z,656.25,USD,fulfilled,4,VIP20
ORD-100117,SH-20059,2024-05-02T21:54:00Z,540.94,USD,fulfilled,3,SUMMER10
ORD-100118,SH-20023,2024-09-25T21:47:00Z,291.55,USD,cancelled,3,
ORD-100119,SH-20164,2024-04-10T08:34:00Z,297.45,USD,fulfilled,6,
ORD-100120,SH-20139,2024-03-09T03:00:00Z,863.09,USD,refunded,5,
ORD-100121,SH-20105,2025-09-11T08:09:00Z,849.8,USD,fulfilled,5,
ORD-100122,SH-20087,2024-05-20T10:34:00Z,407.63,USD,fulfilled,1,SUMMER10
ORD-100123,SH-20345,2024-02-13T01:05:00Z,392.42,USD,fulfilled,6,VIP20
ORD-100124,SH-20303,2025-10-12T09:21:00Z,738.44,USD,refunded,1,SUMMER10
ORD-100125,SH-20290,2024-02-27T22:29:00Z,101.08,USD,fulfilled,6,SUMMER10
ORD-100126,SH-20240,2024-04-05T19:16:00Z,822.88,USD,fulfilled,2,
ORD-100127,SH-30003,2025-08-16T00:04:00Z,435.67,USD,fulfilled,4,SUMMER10
ORD-100128,SH-20087,2025-06-20T18:08:00Z,464.54,USD,fulfilled,6,
ORD-100129,SH-20166,2024-05-18T14:25:00Z,537.62,USD,fulfilled,5,
ORD-100130,SH-20280,2024-08-13T02:21:00Z,199.29,USD,cancelled,4,SUMMER10
ORD-100131,SH-20290,2025-09-23T07:11:00Z,601.41,USD,fulfilled,6,VIP20
ORD-100132,SH-20249,2024-10-20T14:20:00Z,506.25,USD,fulfilled,2,
ORD-100133,SH-20207,2024-10-04T21:52:00Z,542.82,USD,fulfilled,3,SUMMER10
ORD-100134,SH-20330,2024-02-07T04:56:00Z,528.98,USD,fulfilled,2,
ORD-100135,SH-20231,2025-07-20T18:28:00Z,188.16,USD,fulfilled,3,VIP20
ORD-100136,SH-30006,2025-07-23T11:05:00Z,530.71,USD,cancelled,5,SUMMER10
ORD-100137,SH-20065,2025-01-12T17:03:00Z,15.75,USD,refunded,3,
ORD-100138,SH-20144,2024-04-14T22:37:00Z,363.93,USD,fulfilled,6,SUMMER10
ORD-100139,SH-20207,2025-07-18T06:42:00Z,168.47,USD,fulfilled,2,VIP20
ORD-100140,SH-20196,2025-07-05T09:55:00Z,608.01,USD,fulfilled,1,
ORD-100141,SH-20331,2024-03-24T15:42:00Z,401.51,USD,fulfilled,1,
ORD-100142,SH-20328,2025-08-26T22:38:00Z,838.33,USD,cancelled,2,SUMMER10
ORD-100143,SH-20260,2025-09-27T14:24:00Z,329.45,USD,fulfilled,4,VIP20
ORD-100144,SH-20003,2025-12-08T22:32:00Z,253.29,USD,refunded,5,
ORD-100145,SH-20017,2024-10-16T22:23:00Z,115.15,USD,fulfilled,6,
ORD-100146,SH-20072,2025-08-17T02:33:00Z,802.58,USD,fulfilled,2,SUMMER10
ORD-100147,SH-20322,2024-11-21T17:51:00Z,527.97,USD,cancelled,1,
ORD-100148,SH-20273,2024-08-15T16:57:00Z,430.27,USD,fulfilled,4,
ORD-100149,SH-30008,2025-05-06T01:44:00Z,831.74,USD,fulfilled,6,VIP20
ORD-100150,SH-20133,2024-11-16T18:10:00Z,521.98,USD,fulfilled,6,VIP20
ORD-100151,SH-20013,2025-08-03T04:32:00Z,83.02,USD,fulfilled,3,
ORD-100152,SH-20315,2025-05-28T08:00:00Z,671.16,USD,cancelled,2,VIP20
ORD-100153,SH-20378,2024-11-15T11:51:00Z,170.23,USD,fulfilled,4,
ORD-100154,SH-30009,2024-06-03T04:38:00Z,841.54,USD,fulfilled,4,SUMMER10
ORD-100155,SH-20394,2025-04-22T14:46:00Z,579.25,USD,fulfilled,5,
ORD-100156,SH-20027,2025-02-02T05:29:00Z,367.89,USD,fulfilled,4,VIP20
ORD-100157,SH-20119,2025-11-23T12:30:00Z,247.42,USD,refunded,4,
ORD-100158,SH-20147,2025-07-22T10:33:00Z,619.35,USD,fulfilled,1,VIP20
ORD-100159,SH-20326,2025-07-20T20:54:00Z,256.24,USD,fulfilled,3,
ORD-100160,SH-20130,2025-08-25T21:47:00Z,228.99,USD,cancelled,2,VIP20
ORD-100161,SH-20172,2024-06-18T00:43:00Z,22.5,USD,fulfilled,1,SUMMER10
ORD-100162,SH-20050,2024-11-15T11:14:00Z,656.85,USD,fulfilled,2,
ORD-100163,SH-20012,2024-01-20T21:57:00Z,754.38,USD,cancelled,6,
ORD-100164,SH-20362,2024-02-28T19:08:00Z,347.72,USD,cancelled,2,
ORD-100165,SH-20356,2024-05-10T14:42:00Z,843.52,USD,fulfilled,3,SUMMER10
ORD-100166,SH-20354,2025-05-06T02:17:00Z,702.74,USD,fulfilled,4,
ORD-100167,SH-20030,2025-05-06T14:04:00Z,450.17,USD,fulfilled,5,SUMMER10
ORD-100168,SH-20091,2025-02-05T17:49:00Z,396.66,USD,cancelled,6,
ORD-100169,SH-20226,2025-02-02T02:04:00Z,520.64,USD,fulfilled,4,
ORD-100170,SH-20254,2024-11-21T00:59:00Z,48.48,USD,fulfilled,3,
ORD-100171,SH-20358,2025-07-19T00:32:00Z,641.23,USD,fulfilled,4,SUMMER10
ORD-100172,SH-20206,2024-09-08T00:24:00Z,859.43,USD,fulfilled,1,VIP20
ORD-100173,SH-20274,2025-06-22T09:25:00Z,63.85,USD,fulfilled,3,VIP20
ORD-100174,SH-20174,2024-08-25T09:41:00Z,194.76,USD,refunded,1,SUMMER10
ORD-100175,SH-20338,2024-05-23T12:57:00Z,109.49,USD,fulfilled,4,
ORD-100176,SH-20323,2025-12-07T04:02:00Z,185.89,USD,cancelled,2,SUMMER10
ORD-100177,SH-20199,2024-09-21T09:31:00Z,487.54,USD,fulfilled,1,
ORD-100178,SH-20173,2024-06-26T23:02:00Z,373.87,USD,fulfilled,6,VIP20
ORD-100179,SH-20234,2024-12-19T07:59:00Z,78.75,USD,fulfilled,4,
ORD-100180,SH-20241,2024-04-23T20:08:00Z,27.71,USD,fulfilled,3,
ORD-100181,SH-20233,2024-10-03T03:07:00Z,454.97,USD,cancelled,2,
ORD-100182,SH-30011,2024-07-11T23:43:00Z,370.78,USD,fulfilled,6,VIP20
ORD-100183,SH-20279,2024-06-27T06:48:00Z,55.34,USD,fulfilled,3,
ORD-100184,SH-20061,2025-03-25T13:10:00Z,631.22,USD,refunded,2,SUMMER10
ORD-100185,SH-20124,2024-03-04T20:39:00Z,347.88,USD,fulfilled,1,SUMMER10
ORD-100186,SH-20041,2024-01-06T02:45:00Z,591.8,USD,fulfilled,4,SUMMER10
ORD-100187,SH-20354,2024-04-05T20:17:00Z,477.93,USD,fulfilled,2,
ORD-100188,SH-20312,2024-10-06T22:31:00Z,556.66,USD,fulfilled,6,
ORD-100189,SH-20178,2025-01-18T07:12:00Z,118.99,USD,refunded,1,VIP20
ORD-100190,SH-20185,2024-08-25T20:42:00Z,199.18,USD,fulfilled,2,
ORD-100191,SH-30007,2024-11-28T15:31:00Z,171.05,USD,fulfilled,1,
ORD-100192,SH-20145,2024-07-09T10:39:00Z,727.56,USD,fulfilled,1,
ORD-100193,SH-20379,2024-09-06T05:50:00Z,40.72,USD,refunded,1,
ORD-100194,SH-20120,2025-10-19T10:26:00Z,190.89,USD,fulfilled,2,
ORD-100195,SH-20166,2024-02-08T23:26:00Z,784.85,USD,fulfilled,2,
ORD-100196,SH-20241,2025-01-14T04:13:00Z,836.18,USD,fulfilled,2,SUMMER10
ORD-100197,SH-20191,2024-08-24T06:40:00Z,332.35,USD,fulfilled,2,
ORD-100198,SH-20065,2024-12-19T01:17:00Z,135.8,USD,fulfilled,4,SUMMER10
ORD-100199,SH-20087,2025-04-10T19:10:00Z,713.75,USD,cancelled,2,VIP20
ORD-100200,SH-20283,2024-02-14T16:31:00Z,778.05,USD,fulfilled,5,SUMMER10
ORD-100201,SH-20236,2025-01-24T13:47:00Z,787.25,USD,fulfilled,3,SUMMER10
ORD-100202,SH-20296,2024-10-05T18:57:00Z,19.49,USD,fulfilled,1,SUMMER10
ORD-100203,SH-20375,2024-07-17T12:30:00Z,731.6,USD,fulfilled,4,SUMMER10
ORD-100204,SH-20123,2024-09-25T00:44:00Z,662.63,USD,fulfilled,2,
ORD-100205,SH-20151,2024-11-03T00:30:00Z,607.1,USD,fulfilled,6,SUMMER10
ORD-100206,SH-20292,2024-08-15T04:55:00Z,637.27,USD,fulfilled,3,SUMMER10
ORD-100207,SH-20360,2024-11-03T12:57:00Z,626.31,USD,refunded,1,
ORD-100208,SH-20218,2025-12-20T17:36:00Z,718.11,USD,fulfilled,5,
ORD-100209,SH-20376,2024-09-22T11:56:00Z,60.63,USD,fulfilled,3,SUMMER10
ORD-100210,SH-20316,2024-06-12T05:41:00Z,509.53,USD,fulfilled,5,
ORD-100211,SH-20070,2025-04-18T03:41:00Z,438.47,USD,cancelled,6,
ORD-100212,SH-20385,2024-06-12T08:32:00Z,617.0,USD,fulfilled,1,
ORD-100213,SH-20190,2025-08-16T16:33:00Z,749.16,USD,fulfilled,6,VIP20
ORD-100214,SH-20347,2025-08-20T11:51:00Z,610.88,USD,fulfilled,2,SUMMER10
ORD-100215,SH-20044,2024-07-06T09:04:00Z,111.79,USD,fulfilled,1,
ORD-100216,SH-20254,2024-04-17T20:01:00Z,274.45,USD,refunded,2,SUMMER10
ORD-100217,SH-20177,2025-08-24T20:01:00Z,272.99,USD,fulfilled,1,
ORD-100218,SH-20266,2025-07-19T10:41:00Z,586.76,USD,fulfilled,4,VIP20
ORD-100219,SH-20340,2025-08-10T18:08:00Z,809.98,USD,fulfilled,2,
ORD-100220,SH-20116,2025-06-10T01:09:00Z,327.51,USD,fulfilled,2,VIP20
ORD-100221,SH-20082,2025-03-06T22:44:00Z,815.67,USD,fulfilled,2,
ORD-100222,SH-20059,2024-06-19T04:28:00Z,245.46,USD,fulfilled,2,VIP20
ORD-100223,SH-20362,2024-11-11T11:09:00Z,345.03,USD,refunded,2,VIP20
ORD-100224,SH-20154,2024-01-13T15:49:00Z,143.66,USD,fulfilled,3,
ORD-100225,SH-20002,2025-11-23T09:30:00Z,807.94,USD,cancelled,6,
ORD-100226,SH-30009,2025-06-23T03:46:00Z,438.9,USD,fulfilled,2,VIP20
ORD-100227,SH-20059,2025-01-13T19:53:00Z,210.02,USD,fulfilled,1,
ORD-100228,SH-20028,2024-10-17T07:50:00Z,843.06,USD,fulfilled,2,
ORD-100229,SH-20042,2025-11-22T02:32:00Z,364.06,USD,fulfilled,3,VIP20
ORD-100230,SH-20309,2024-11-12T12:09:00Z,648.63,USD,fulfilled,3,SUMMER10
ORD-100231,SH-20190,2024-05-12T11:19:00Z,880.11,USD,refunded,1,
ORD-100232,SH-20372,2025-12-14T14:18:00Z,159.95,USD,fulfilled,6,SUMMER10
ORD-100233,SH-20071,2024-03-07T09:30:00Z,889.72,USD,refunded,3,
ORD-100234,SH-20302,2025-02-01T13:40:00Z,824.25,USD,fulfilled,2,VIP20
ORD-100235,SH-20236,2024-04-06T12:18:00Z,505.17,USD,fulfilled,3,VIP20
ORD-100236,SH-20155,2025-09-24T14:14:00Z,38.75,USD,fulfilled,2,
ORD-100237,SH-20153,2025-02-21T21:57:00Z,269.6,USD,fulfilled,4,
ORD-100238,SH-20014,2024-05-16T02:38:00Z,674.83,USD,cancelled,4,VIP20
ORD-100239,SH-20223,2025-11-22T15:44:00Z,739.18,USD,fulfilled,5,VIP20
ORD-100240,SH-20008,2025-03-19T01:09:00Z,297.92,USD,fulfilled,3,
ORD-100241,SH-20027,2025-06-14T20:58:00Z,860.31,USD,fulfilled,3,
ORD-100242,SH-20271,2024-09-07T20:11:00Z,691.75,USD,cancelled,2,VIP20
ORD-100243,SH-20165,2025-11-26T09:17:00Z,621.62,USD,fulfilled,1,VIP20
ORD-100244,SH-20296,2025-03-01T04:33:00Z,264.05,USD,fulfilled,4,
ORD-100245,SH-20083,2024-04-05T16:14:00Z,750.94,USD,refunded,5,VIP20
ORD-100246,SH-20272,2024-07-15T02:07:00Z,739.68,USD,fulfilled,4,
ORD-100247,SH-20159,2025-03-27T14:56:00Z,889.01,USD,refunded,3,
ORD-100248,SH-20363,2025-01-24T03:14:00Z,128.91,USD,fulfilled,6,
ORD-100249,SH-20157,2024-04-05T02:27:00Z,626.37,USD,fulfilled,1,
ORD-100250,SH-20396,2025-07-02T06:06:00Z,44.02,USD,refunded,5,
ORD-100251,SH-20240,2024-05-02T02:19:00Z,605.81,USD,fulfilled,1,VIP20
ORD-100252,SH-20105,2024-03-22T11:01:00Z,95.34,USD,fulfilled,5,
ORD-100253,SH-20180,2024-09-25T23:39:00Z,229.01,USD,cancelled,1,
ORD-100254,SH-30019,2024-09-07T22:12:00Z,868.37,USD,fulfilled,5,
ORD-100255,SH-20371,2024-04-17T22:30:00Z,339.32,USD,cancelled,2,SUMMER10
ORD-100256,SH-20344,2024-03-27T11:24:00Z,390.32,USD,refunded,2,SUMMER10
ORD-100257,SH-20057,2025-02-15T03:33:00Z,135.28,USD,fulfilled,6,
ORD-100258,SH-20285,2024-02-11T15:07:00Z,355.53,USD,fulfilled,5,
ORD-100259,SH-20351,2025-04-18T13:18:00Z,886.69,USD,fulfilled,2,
ORD-100260,SH-30010,2025-11-12T05:00:00Z,898.87,USD,fulfilled,6,
ORD-100261,SH-20202,2025-09-22T21:05:00Z,120.51,USD,fulfilled,4,VIP20
ORD-100262,SH-20052,2024-02-12T06:21:00Z,192.23,USD,fulfilled,1,
ORD-100263,SH-20217,2025-05-25T22:49:00Z,530.0,USD,fulfilled,6,SUMMER10
ORD-100264,SH-20182,2025-11-20T12:31:00Z,467.6,USD,fulfilled,4,
ORD-100265,SH-20062,2025-08-16T07:40:00Z,849.03,USD,fulfilled,1,
ORD-100266,SH-20034,2025-11-01T05:24:00Z,550.06,USD,fulfilled,2,
ORD-100267,SH-20318,2024-02-22T16:49:00Z,450.59,USD,fulfilled,2,
ORD-100268,SH-20338,2025-08-17T08:34:00Z,319.1,USD,refunded,5,
ORD-100269,SH-20391,2024-07-04T12:28:00Z,293.38,USD,fulfilled,4,SUMMER10
ORD-100270,SH-20018,2024-03-18T21:55:00Z,704.75,USD,fulfilled,4,SUMMER10
ORD-100271,SH-20068,2025-12-13T15:48:00Z,111.8,USD,fulfilled,6,VIP20
ORD-100272,SH-20350,2025-08-18T05:32:00Z,64.33,USD,fulfilled,4,VIP20
ORD-100273,SH-20193,2025-05-11T01:01:00Z,537.56,USD,fulfilled,3,
ORD-100274,SH-30014,2024-11-11T12:06:00Z,393.91,USD,fulfilled,4,
ORD-100275,SH-20028,2024-04-08T20:19:00Z,539.39,USD,fulfilled,3,
ORD-100276,SH-20172,2024-01-18T10:02:00Z,422.9,USD,fulfilled,5,VIP20
ORD-100277,SH-20215,2025-01-23T15:37:00Z,34.68,USD,fulfilled,4,VIP20
ORD-100278,SH-20199,2025-10-04T15:06:00Z,626.41,USD,fulfilled,3,SUMMER10
ORD-100279,SH-20257,2025-03-20T09:23:00Z,872.94,USD,fulfilled,4,
ORD-100280,SH-20274,2024-05-09T01:19:00Z,896.66,USD,fulfilled,2,VIP20
ORD-100281,SH-20380,2024-12-28T18:06:00Z,538.8,USD,fulfilled,1,VIP20
ORD-100282,SH-30010,2025-07-07T11:50:00Z,82.85,USD,fulfilled,5,
ORD-100283,SH-20221,2025-04-14T12:16:00Z,568.09,USD,fulfilled,6,VIP20
ORD-100284,SH-20092,2024-11-23T16:55:00Z,180.09,USD,fulfilled,2,SUMMER10
ORD-100285,SH-20137,2025-10-24T20:03:00Z,477.21,USD,fulfilled,4,
ORD-100286,SH-20123,2024-12-22T09:54:00Z,400.32,USD,fulfilled,1,
ORD-100287,SH-20211,2025-05-21T05:16:00Z,622.87,USD,fulfilled,4,
ORD-100288,SH-20058,2024-04-01T07:51:00Z,747.1,USD,fulfilled,4,VIP20
ORD-100289,SH-20223,2025-11-02T06:10:00Z,256.35,USD,fulfilled,3,
ORD-100290,SH-20337,2024-11-28T01:46:00Z,444.97,USD,fulfilled,1,
ORD-100291,SH-20160,2025-02-14T11:42:00Z,596.83,USD,fulfilled,4,
ORD-100292,SH-20120,2024-10-24T16:59:00Z,121.77,USD,cancelled,5,
ORD-100293,SH-20254,2024-04-20T03:49:00Z,728.92,USD,fulfilled,5,SUMMER10
ORD-100294,SH-30012,2024-07-07T04:06:00Z,170.01,USD,fulfilled,4,SUMMER10
ORD-100295,SH-20130,2024-08-18T11:44:00Z,854.61,USD,fulfilled,5,SUMMER10
ORD-100296,SH-20243,2024-05-26T04:23:00Z,435.57,USD,fulfilled,3,
ORD-100297,SH-20330,2024-12-22T01:44:00Z,826.95,USD,fulfilled,3,VIP20
ORD-100298,SH-20196,2025-11-23T11:57:00Z,733.84,USD,fulfilled,5,
ORD-100299,SH-20226,2025-01-13T08:19:00Z,94.87,USD,fulfilled,3,
ORD-100300,SH-20082,2025-11-11T20:26:00Z,713.55,USD,fulfilled,1,SUMMER10
ORD-100301,SH-20241,2025-06-23T13:56:00Z,827.91,USD,fulfilled,2,
ORD-100302,SH-20259,2024-06-14T19:46:00Z,734.88,USD,fulfilled,4,
